,내용
445,지구숨숨의 꽃피우는 이 블루머 은샘이 이번 프로젝트에 아카이버로 참여하여 우리의 프로젝트를 기록합니다 바다 바라 바래 보다 프로젝트리서치트립 기록 월 저녁무렵 바다 바라 바래 보다 프로젝트 에 함께 할 멤버들이 따로 그러나 또 함께 제주땅을 밟았다 한 시간의 간격 안으로 하나 둘 공항에서 만났다 우리들 중 초면인 관계가 다수 프로젝트 기획자인 시호의 둘레로 제주에서 새로운 연들이 맺어진 순간이었다 우리는 앞으로 어떤 순간들을 만나 어떤 그림을 그려나가게 될지는 알지 못한다 하지만 같은 곳을 바라보고 걷기 시작하는 이 순간 투명하게 비어있는 듯한 공간에 색과 향이 희미하게 얹어지기 시작한 것은 분명 느낄 수 있었다 박 일간 머무르게 될 조천의 어느 조용한 곳에 위치한 숙소에 어둠과 함께 달려 도착하였다 우리는 정원의 넓은 테이블에 둘러 앉아 서로 알아가는 시간을 가졌다 아마도 그 아름다운 정원의 건강한 모기들이 매우 신이 났을 것이다 시호의 이야기를 시작으로 소개인듯 회의인듯 서로의 가치관과 생각들을 나누며 알록달록한 이야기 실이 끊임없이 이어졌다 각자의 분야에서 몸과 마음을 쓰며 활동하는 이들이 함께 모아낸 빛은 어떤 모양일까 환경에 관한 각자의 생각과 실천은 조금씩 다르지만 같은 곳을 바라보는 우리 명이 일간의 리서치트립에서 채워나갈 색과 향은 또 어떠할까 박 일간의 모든 일정에서 제주시의 코로나 방역지침을 준수하고 주의하며 진행하였습니다 제주의 귤의정원바령 비누공방 소낭 이 프로젝트에 협조 및 후원해주고 계십니다 감사합니다 프로젝트후원은 프로필링크에서 간단하게 하실 수 있어요 지구숨숨 카카오같이가치 아름다운재단 제주도 바다바라바래보다 에코필름 너와나의바다 환경오염 해양오염 기후위기 환경프로젝트 환경영상 제주바다 아름다운제주를지켜주세요지구숨숨 카카오같이가치 아름다운재단 제주도 바다바라바래보다 에코필름 너와나의바다 환경오염 해양오염 기후위기 환경프로젝트 환경영상 제주바다 아름다운제주를지켜주세요
446,탄소중립 실천캠페인 국립생태원환경살리기 가지 실천 중 시주니가 선택한 번 우리모두 환경을 살려보아요 국립생태원 탄소중립 탄소중립 탄소중립실천캠페인 충남 서천 환경오염 환경살리기 캠핑 카라반 교육 육아 환경사랑 가족캠핑 일상국립생태원 탄소중립 탄소중립 탄소중립실천캠페인 충남 서천 환경오염 환경살리기 캠핑 카라반 교육 육아 환경사랑 가족캠핑 일상
447,해양쓰레기 전시 알림 해양쓰레기 본부 내가 쓴 플라스틱 다 어디로 갔을까 픽스커피 화북공단점 층 갤러리 제주시 청풍남 길 끊임없는 순환의 고리는 우리 모두를 연결하고 있다 이 세상에 태어난 모든 것들이 그렇다 인간이 탄생시킨 플라스틱 또한 순환의 고리 속에서 이제 인간에게 위협을 가하고 있다 오늘날 플라스틱은 그것이 가지는 편리성 제작의 용이함 그리고 경제성까지 저렴해 우리 생활과 밀접한 관계를 맺었고 플라스틱 없이는 살 수 없는 세상이 되었다 폭포처럼 쏟아져 나온 이 편리함의 산물은 인간의 손아귀를 벗어나 지구 전역을 뒤덮었다 식수 해양생물을 넘어 농산물까지 파고든 작은 미세플라스틱은 저 멀리 빙하에서도 발견되었다 지구 역사상 전례가 없는 플라스틱 지층을 만들어가는 시대를 마주하게 되며 우리는 이 편리함을 다시 바라보고 마주하고 재정의해야 할 시점에 와있다 수눌어지구에서는 수많은 플라스틱 쓰레기 중 해양쓰레기에 주목하였다 국경이 없는 바다에서 해양쓰레기는 정치나 이념 국가의 경계를 넘어 범지구적인 환경문제 중 하나이다 제주도도 매년 막대한 예산을 해양쓰레기 수거 및 처리에 사용하고 있으며 그 수거량은 매년 늘어가고 있다 빈번한 쓰레기로 인한 선박사고 유령어구에 걸려 폐사하는 해양생물의 수 등 해양 쓰레기 문제는 어업 경제활동에까지 영향을 미쳤다 더 나아가 여름철 제주 해변은 밀려온 쓰레기로 가득 차 물놀이를 하며 쓰레기를 만나는 것은 자연스러운 일이 되었고 아이들이 노는 모래에는 스티로폼 조각과 미세플라스틱 조각이 가득하다 해양쓰레기 본부 내가 쓴 플라스틱 다 어디로 갔을까 는 그동안 우리가 스스로 마주하지 않았던 또는 알지만 외면하고 있었던 해양쓰레기를 직접 눈앞에 가져왔다 또 해양쓰레기 수거봉사 단체들이 목도했던 제주 바다의 모습을 영상과 사진을 통해 전달하여 편리를 바탕으로 소비와 폐기를 반복한 우리의 삶을 돌아보고자 하였다 일회용품을 대체하고 사용 후 흔적을 남기지 않는 제로웨이스트 물건을 소개하고 이미 생산되고 버려진 것들을 다시 재활용하는 노력들로 하여금 우리가 처한 해양쓰레기의 현실을 마주보길 바란다 그리고 변화에 동참하기를 작은 용기를 내어 주길 연대의 힘을 만들어내길 바란다 기획의 글 디프다제주 변수빈 행사에 사용된 인쇄물은 에코폰트를 사용하여 이면지에 출력되었습니다 주최 주관 제주시문화도시센터 참여단체 디프다제주 제주클린보이즈클럽 세이브제주바다 지구별가게 푸른컵 진행 인플래닝 도움 자원봉사자 윤명수 사진 정연철 이영범 인쇄감리 고은지
448,전시 보러 오세요 감사한 기회로 해양쓰레기 관련 전시를 기획하게 되었어요 오늘부터 일까지 일간 진행해요 주만에 준비한다고 쵸큼 힘들었지만 많은 분들의 도움으로 어제 무사히 디피를 끝냈어요 해양쓰레기 본부 내가 쓴 플라스틱 다 어디로 갔을까 끊임없는 순환의 고리는 우리 모두를 연결하고 있다 이 세상에 태어난 모든 것들이 그렇다 인간이 탄생시킨 플라스틱 또한 순환의 고리 속에서 이제 인간에게 위협을 가하고 있다 오늘날 플라스틱은 그것이 가지는 편리성 제작의 용이함 그리고 경제성까지 저렴해 우리 생활과 밀접한 관계를 맺었고 플라스틱 없이는 살 수 없는 세상이 되었다 폭포처럼 쏟아져 나온 이 편리함의 산물은 인간의 손아귀를 벗어나 지구 전역을 뒤덮었다 식수 해양생물을 넘어 농산물까지 파고든 작은 미세플라스틱은 저 멀리 빙하에서도 발견되었다 지구 역사상 전례가 없는 플라스틱 지층을 만들어가는 시대를 마주하게 되며 우리는 이 편리함을 다시 바라보고 마주하고 재정의해야 할 시점에 와있다 수눌어지구에서는 수많은 플라스틱 쓰레기 중 해양쓰레기에 주목하였다 국경이 없는 바다에서 해양쓰레기는 정치나 이념 국가의 경계를 넘어 범지구적인 환경문제 중 하나이다 제주도도 매년 막대한 예산을 해양쓰레기 수거 및 처리에 사용하고 있으며 그 수거량은 매년 늘어가고 있다 빈번한 쓰레기로 인한 선박사고 유령어구에 걸려 폐사하는 해양생물의 수 등 해양 쓰레기 문제는 어업 경제활동에까지 영향을 미쳤다 더 나아가 여름철 제주 해변은 밀려온 쓰레기로 가득 차 물놀이를 하며 쓰레기를 만나는 것은 자연스러운 일이 되었고 아이들이 노는 모래에는 스티로폼 조각과 미세플라스틱 조각이 가득하다 해양쓰레기 본부 내가 쓴 플라스틱 다 어디로 갔을까 는 그동안 우리가 스스로 마주하지 않았던 또는 알지만 외면하고 있었던 해양쓰레기를 직접 눈앞에 가져왔다 또 해양쓰레기 수거봉사 단체들이 목도했던 제주 바다의 모습을 영상과 사진을 통해 전달하여 편리를 바탕으로 소비와 폐기를 반복한 우리의 삶을 돌아보고자 하였다 일회용품을 대체하고 사용 후 흔적을 남기지 않는 제로웨이스트 물건을 소개하고 이미 생산되고 버려진 것들을 다시 재활용하는 노력들로 하여금 우리가 처한 해양쓰레기의 현실을 마주보길 바란다 그리고 변화에 동참하기를 작은 용기를 내어 주길 연대의 힘을 만들어내길 바란다 기획의 글 디프다제주 변수빈 행사에 사용된 인쇄물은 에코폰트를 사용하여 이면지에 출력되었습니다 주최 주관 제주시문화도시센터 참여단체 디프다제주 제주클린보이즈클럽 세이브제주바다 지구별가게 푸른컵 진행 인플래닝 도움 자원봉사자 윤명수 사진 정연철 이영범 인쇄감리 고은지
449,문화도시제주의 수눌어지구 환경 토크콘서트와 함께 해양쓰레기 본부 전시가 진행됩니다 우리가 일상에서 수없이 사용한 플라스틱이 다 어디로 갔는지 알아보는 전시인데요 이를 통해 우리가 그동안 외면해오던 많은 쓰레기를 마주하게 됩니다 사진들은 해양정화단체 활동가들이 매일 목격하고 있는 광경이에요 함께 현실을 직시하고 변화에 함께해요 변화의 시작은 알고 깨닫는 것에서부터 시작하잖아요 해양쓰레기의 실태를 알아보는 전시와 바다에 버려진 부표로 만든 캠핑 박스 전시 그리고 플라스틱 쓰레기의 대안인 제로웨이스트 관련 물건과 서비스를 소개합니다 일시 장소픽스커피 공단점 층 갤러리 제주시 청풍남 길 참여디프다제주 제주클린보이즈클럽 세이브제주바다지구별가게 제주푸른컵 제주시 삼양 집하장 자원봉사자 문필태 윤명수 사진 정연철 이영범 인쇄감리 고은지 주최 주관 문화도시제주 문화도시제주 수눌어지구 환경전시 봉그깅 환경 제로웨이스트 제주환경절대지켜 제주여행 환경캠페인 환경토크콘서트 제주시 제주전시 제주환경 환경오염 비치클린 비치코밍 제주바다문화도시제주 수눌어지구 환경전시 봉그깅 환경 제로웨이스트 제주환경절대지켜 제주여행 환경캠페인 환경토크콘서트 제주시 제주전시 제주환경 환경오염 비치클린 비치코밍 제주바다
450,와 함께하는 에코 라이프 오늘은 일반 전구를 전구로 바꿔봐요 전구는 일반 전구보다 에너지 사용이 낮고 일반 전구보다 더 오래 사용이 가능하기 때문에 일반 전구보다 전구를 다시 바꾸는 경우가 더 적어집니다 그래서 우리 오늘은 일반 전구를 전구로 바꿔보는건 어떨까요 전구 일반전구 에너지효율 에너지소비 자연 환경 지구 환경오염 지구온난화 기후변화 전기 지구지킴이 바꾸기 환경보호 보전전구 일반전구 에너지효율 에너지소비 자연 환경 지구 환경오염 지구온난화 기후변화 전기 지구지킴이 바꾸기 환경보호 보전
451,끝판대장 세상 버려진것들 뭐야 너도 버려진거니 누가 이렇게 이쁜 너를 잠깐만 내가 널 더욱 이쁘게 해줄께 이렇게 그 아이와 나는하루 종일 함께 지냈다 그리고 나는 그 아이를 다시 그자리에 버려 버렸다 집에 오는 내내 마음이 디게 아프다 넌 절대 버려진게 아니야 이제 자유로워 진거야 인간들에게 또는 그 무언가에게 버려진 세상 모든 것들의 이야기 재활용품 쓰레기 버려진 종이박스 락카 환경오염 환경파괴 자연보호 마카 자유 이기적인 생각들이 모여 세상을 망하게 한다 끝판대장 그래피티 아트토이 작가 일러스트 갬성그램재활용품 쓰레기 버려진 종이박스 락카 환경오염 환경파괴 자연보호 마카 자유 이기적인 세상을 끝판대장 그래피티 아트토이 작가 일러스트 갬성그램
452,우연히 간 대형마트의 플리마켓에서 천연수세미와 대나무 칫솔을 판매하고 있었다 요즘 엄마에게도 제로웨이스트에 대한 이야기를 해주고 함께 실천해보자고 하는 중이라 집에서 시험삼아 써볼 천연수세미를 하나 구입했다 얼마 전 한 유튜브에서 본 아크릴 수세미가 배출하는 미세 플라스틱을 보고 충격을 먹었고 엄마와 공유헸다 우리집은 아크릴 수세미가 쌓여있다 이미 선물 받은 수세미들은 차차 욕실청소와 같이 부드러운 솔이 필요할 때 사용해나가면 될 것 같다 흠 이번에 구입한 수세미는 아쉬운 점이 있다면 모양이 원통형이라 넓은 면을 닦기는 좋지만 컵 주둥이나 그릇의 가장자리를 안정적이게 닦기는 어려웠다 그래도 아크릴 수세미보다 부드럽고 좋은 느낌이었다
453,플라스틱 환경오염 플라스틱오염 재사용플라스틱 환경오염 플라스틱오염 재사용
454,기후변화 환경오염으로 죽어가는 펭귄 브라질 해변서 떼죽음 전문출처 환경오염 기후변화 국민일보 브라질 펭귄 떼죽음 환경 오염 보호 시급환경오염 기후변화 국민일보 브라질 펭귄 떼죽음 환경 오염 보호 시급
455,일회용품 사용규제 기업들의 포장 규제 등 국가의 보다 적극적인 개입이 필요합니다 더 이상 외면하지 말아주세요 리그램 정말 아직 괜찮나요 년부터 시작하면 되나요 최근 환경오염으로 인한 기후변화가 생기면서직접적인 피해가 발생하고 있어요 열돔현상 폭우 산불 홍수 벼락 생태계 파괴 등등 이로인한 인명피해도 어마어마하게 생기고 있어요 조금의 편리를 위해 했던 행동들이 이제는이런 큰 피해들로 우리에게 다가오고 있네요 이 같은 피해가 더 악화되는 것을 막기 위해빠른 대책이 필요한 시점인 것 같아요일회용품 사용 관련 규제를 앞당기고 쓰레기 발생량을 최소화하는 포장으로 바꾸는등등 더욱 적극적인 변화를 해야할 시점인 것 같네요 그리고 최근 환경문제는 심각한데 사람들이관심을 주지 않자 극단적인 행동으로 시선을 끌어환경문제에 대한 심각성을 알리는 사람들의 기사를 보고충격과 심각성에 대해 다시 한번 깨닫기도 했어요정말 심각한 환경문제 언제까지 외면하실건가요 내일의 이야기가 아닌 오늘의 이야기가 필요합니다 가치 가득한 한 걸음 같이 걸어요 환경문제 환경오염 기후변화 열돔현상 폭우 산불 홍수 사막화 생태계파괴 플라스틱줄이기 환경보호 자연보호 기후위기 지구온난화 제로웨이스트 제로플라스틱 친환경리그램 환경문제 환경오염 기후변화 열돔현상 폭우 산불 홍수 사막화 생태계파괴 플라스틱줄이기 환경보호 자연보호 기후위기 지구온난화 제로웨이스트 제로플라스틱 친환경
